Symbol,Name,Sector,Industry,Summary Quote
RDI,Reading International Inc,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/rdi
RDIB,Reading International Inc,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/rdib
RGSE,"Real Goods Solar, Inc.",Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/rgse
BLCN,Reality Shares Nasdaq NextGen Economy ETF,n/a,n/a,https://www.nasdaq.com/symbol/blcn
RNWK,"RealNetworks, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/rnwk
RP,"RealPage, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rp
RETA,"Reata Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/reta
RCON,"Recon Technology, Ltd.",Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/rcon
REPH,"Recro Pharma, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/reph
RRGB,"Red Robin Gourmet Burgers, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/rrgb
RRR,"Red Rock Resorts, Inc.",Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/rrr
RDVT,"Red Violet, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rdvt
RDFN,Redfin Corporation,Finance,Real Estate,https://www.nasdaq.com/symbol/rdfn
RDHL,Redhill Biopharma Ltd.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rdhl
REGN,"Regeneron Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/regn
RGNX,REGENXBIO Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/rgnx
RGLS,Regulus Therapeutics Inc.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rgls
REIS,"Reis, Inc",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/reis
RBNC,"Reliant Bancorp, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/rbnc
RELV,"Reliv&#39; International, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/relv
MARK,"Remark Holdings, Inc.",Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/mark
RNST,Renasant Corporation,Finance,Major Banks,https://www.nasdaq.com/symbol/rnst
REGI,"Renewable Energy Group, Inc.",Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/regi
ABAC,"Renmin Tianli Group, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/abac
RCII,Rent-A-Center Inc.,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/rcii
RGEN,Repligen Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/rgen
RBCAA,"Republic Bancorp, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/rbcaa
FRBK,"Republic First Bancorp, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/frbk
REFR,Research Frontiers Incorporated,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/refr
RSLS,ReShape Lifesciences Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/rsls
RESN,Resonant Inc.,Technology,Semiconductors,https://www.nasdaq.com/symbol/resn
RECN,"Resources Connection, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/recn
HAIR,"Restoration Robotics, Inc.",Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/hair
TORC,"resTORbio, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/torc
ROIC,Retail Opportunity Investments Corp.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/roic
RETO,"ReTo Eco-Solutions, Inc.",Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/reto
RTRX,"Retrophin, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rtrx
RVNC,"Revance Therapeutics, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rvnc
RVEN,"Reven Housing REIT, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rven
RVLT,"Revolution Lighting Technologies, Inc.",Consumer Durables,Building Products,https://www.nasdaq.com/symbol/rvlt
RWLK,ReWalk Robotics Ltd,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/rwlk
RFIL,"RF Industries, Ltd.",Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/rfil
RGCO,RGC Resources Inc.,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/rgco
RYTM,"Rhythm Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rytm
RBBN,Ribbon Communications Inc. ,Technology,EDP Services,https://www.nasdaq.com/symbol/rbbn
RIBT,RiceBran Technologies,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ribt
RIBTW,RiceBran Technologies,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ribtw
RELL,"Richardson Electronics, Ltd.",Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/rell
RIGL,"Rigel Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rigl
RNET,"RigNet, Inc.",Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/rnet
RMNI,"Rimini Street, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rmni
RIOT,"Riot Blockchain, Inc",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/riot
REDU,RISE Education Cayman Ltd,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/redu
RTTR,"Ritter Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rttr
RVSB,Riverview Bancorp Inc,Finance,Savings Institutions,https://www.nasdaq.com/symbol/rvsb
RLJE,"RLJ Entertainment, Inc.",Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/rlje
RMGN,RMG Networks Holding Corporation,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rmgn
ROBO,ROBO Global Robotics and Automation Index ETF,n/a,n/a,https://www.nasdaq.com/symbol/robo
RCKT,"Rocket Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rckt
RMTI,"Rockwell Medical, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/rmti
RCKY,"Rocky Brands, Inc.",Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/rcky
RMCF,"Rocky Mountain Chocolate Factory, Inc.",Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/rmcf
ROKU,"Roku, Inc.",Consumer Services,Television Services,https://www.nasdaq.com/symbol/roku
ROSE,Rosehill Resources Inc.,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rose
ROSEU,Rosehill Resources Inc.,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/roseu
ROSEW,Rosehill Resources Inc.,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rosew
ROSG,Rosetta Genomics Ltd.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rosg
ROST,"Ross Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/rost
RGLD,"Royal Gold, Inc.",Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/rgld
RPXC,RPX Corporation,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/rpxc
RTIX,"RTI Surgical, Inc.",Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/rtix
RBCN,"Rubicon Technology, Inc.",Technology,Semiconductors,https://www.nasdaq.com/symbol/rbcn
RMBL,"RumbleOn, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/rmbl
RUSHA,"Rush Enterprises, Inc.",Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/rusha
RUSHB,"Rush Enterprises, Inc.",Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/rushb
RUTH,"Ruth&#39;s Hospitality Group, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ruth
RXII,RXi Pharmaceuticals Corporation,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rxii
RXIIW,RXi Pharmaceuticals Corporation,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rxiiw
RYAAY,Ryanair Holdings plc,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ryaay
STBA,"S&T Bancorp, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/stba
SANW,S&W Seed Company,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/sanw
SCAC,Saban Capital Acquisition Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/scac
SCACU,Saban Capital Acquisition Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/scacu
SCACW,Saban Capital Acquisition Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/scacw
SBRA,"Sabra Health Care REIT, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sbra
SBRAP,"Sabra Health Care REIT, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sbrap
SABR,Sabre Corporation,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sabr
SAEX,"SAExploration Holdings, Inc.",Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/saex
SAFT,"Safety Insurance Group, Inc.",Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/saft
SAGE,"Sage Therapeutics, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sage
SAIA,"Saia, Inc.",Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/saia
SALM,"Salem Media Group, Inc.",Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/salm
SAL,"Salisbury Bancorp, Inc.",Finance,Savings Institutions,https://www.nasdaq.com/symbol/sal
SAFM,"Sanderson Farms, Inc.",Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/safm
SASR,"Sandy Spring Bancorp, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/sasr
SGMO,"Sangamo Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sgmo
SANM,Sanmina Corporation,Technology,Electrical Products,https://www.nasdaq.com/symbol/sanm
GCVRZ,Sanofi,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gcvrz
SPNS,Sapiens International Corporation N.V.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/spns
SRPT,"Sarepta Therapeutics, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/srpt
SVRA,"Savara, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/svra
SBFG,"SB Financial Group, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/sbfg
SBFGP,"SB Financial Group, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/sbfgp
SBAC,SBA Communications Corporation,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sbac
SCSC,"ScanSource, Inc.",Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/scsc
SMIT,"Schmitt Industries, Inc.",Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/smit
SCHN,"Schnitzer Steel Industries, Inc.",Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/schn
SCHL,Scholastic Corporation,Consumer Services,Books,https://www.nasdaq.com/symbol/schl
SGMS,Scientific Games Corp,Technology,EDP Services,https://www.nasdaq.com/symbol/sgms
SCPH,scPharmaceuticals Inc.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/scph
SCYX,"SCYNEXIS, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/scyx
SEAC,"SeaChange International, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/seac
SBCF,Seacoast Banking Corporation of Florida,Finance,Major Banks,https://www.nasdaq.com/symbol/sbcf
STX,Seagate Technology PLC,Technology,Electronic Components,https://www.nasdaq.com/symbol/stx
SHIP,Seanergy Maritime Holdings Corp,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ship
SHIPW,Seanergy Maritime Holdings Corp,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/shipw
SHLD,Sears Holdings Corporation,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/shld
SHLDW,Sears Holdings Corporation,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/shldw
SHOS,"Sears Hometown and Outlet Stores, Inc.",Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/shos
SPNE,SeaSpine Holdings Corporation,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/spne
SGEN,"Seattle Genetics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sgen
EYES,"Second Sight Medical Products, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/eyes
EYESW,"Second Sight Medical Products, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/eyesw
SECO,Secoo Holding Limited,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/seco
SCWX,SecureWorks Corp.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/scwx
SNFCA,Security National Financial Corporation,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/snfca
SEIC,SEI Investments Company,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/seic
SLCT,"Select Bancorp, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/slct
SIR,Select Income REIT,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sir
SELB,"Selecta Biosciences, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/selb
SIGI,"Selective Insurance Group, Inc.",Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sigi
SLS,"SELLAS Life Sciences Group, Inc. ",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sls
LEDS,SemiLEDS Corporation,Technology,Semiconductors,https://www.nasdaq.com/symbol/leds
SMTC,Semtech Corporation,Technology,Semiconductors,https://www.nasdaq.com/symbol/smtc
SENEA,Seneca Foods Corp.,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/senea
SENEB,Seneca Foods Corp.,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/seneb
SNES,"SenesTech, Inc.",Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/snes
SNH,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snh
SNHNI,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snhni
SNHNL,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snhnl
AIHS,Senmiao Technology Limited,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/aihs
SNMX,"Senomyx, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/snmx
SRTS,"Sensus Healthcare, Inc.",Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srts
SRTSW,"Sensus Healthcare, Inc.",Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srtsw
STNL,Sentinel Energy Services Inc.,Finance,Business Services,https://www.nasdaq.com/symbol/stnl
STNLU,Sentinel Energy Services Inc.,Finance,Business Services,https://www.nasdaq.com/symbol/stnlu
STNLW,Sentinel Energy Services Inc.,Finance,Business Services,https://www.nasdaq.com/symbol/stnlw
SQBG,"Sequential Brands Group, Inc.",Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/sqbg
MCRB,"Seres Therapeutics, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mcrb
SREV,"ServiceSource International, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/srev
SFBS,"ServisFirst Bancshares, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/sfbs
SSC,"Seven Stars Cloud Group, Inc.",Consumer Services,Television Services,https://www.nasdaq.com/symbol/ssc
SVBI,Severn Bancorp Inc,Finance,Major Banks,https://www.nasdaq.com/symbol/svbi
SGBX,"SG Blocks, Inc.",Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/sgbx
SGOC,"SGOCO Group, Ltd",Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sgoc
SEII,Sharing Economy International Inc.,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/seii
SMED,Sharps Compliance Corp.,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/smed
SHSP,"SharpSpring, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shsp
SHEN,Shenandoah Telecommunications Co,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/shen
PIXY,"ShiftPixy, Inc.",Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/pixy
SHLO,"Shiloh Industries, Inc.",Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/shlo
TYHT,"Shineco, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/tyht
SHPG,Shire plc,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/shpg
SCVL,"Shoe Carnival, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/scvl
SHBI,Shore Bancshares Inc,Finance,Major Banks,https://www.nasdaq.com/symbol/shbi
SSTI,"ShotSpotter, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssti
SFLY,"Shutterfly, Inc.",Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/sfly
SIFI,"SI Financial Group, Inc.",Finance,Savings Institutions,https://www.nasdaq.com/symbol/sifi
SIEB,Siebert Financial Corp.,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sieb
SNNA,"Sienna Biopharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snna
SIEN,"Sientra, Inc.",Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/sien
BSRR,Sierra Bancorp,Finance,Major Banks,https://www.nasdaq.com/symbol/bsrr
SRRA,"Sierra Oncology, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/srra
SWIR,"Sierra Wireless, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/swir
SIFY,Sify Technologies Limited,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sify
SIGA,SIGA Technologies Inc.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/siga
SIGM,"Sigma Designs, Inc.",Technology,Semiconductors,https://www.nasdaq.com/symbol/sigm
SGLB,"Sigma Labs, Inc.",Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sglb
SGLBW,"Sigma Labs, Inc.",Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sglbw
SGMA,"SigmaTron International, Inc.",Technology,Electrical Products,https://www.nasdaq.com/symbol/sgma
SBNY,Signature Bank,Finance,Major Banks,https://www.nasdaq.com/symbol/sbny
SBNYW,Signature Bank,Finance,Major Banks,https://www.nasdaq.com/symbol/sbnyw
SLGN,Silgan Holdings Inc.,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/slgn
SILC,Silicom Ltd,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/silc
SLAB,"Silicon Laboratories, Inc.",Technology,Semiconductors,https://www.nasdaq.com/symbol/slab
SIMO,Silicon Motion Technology Corporation,Technology,Semiconductors,https://www.nasdaq.com/symbol/simo
SPIL,"Siliconware Precision Industries Company, Ltd.",Technology,Semiconductors,https://www.nasdaq.com/symbol/spil
SAMG,Silvercrest Asset Management Group Inc.,Finance,Investment Managers,https://www.nasdaq.com/symbol/samg
SSNT,"SilverSun Technologies, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ssnt
SFNC,Simmons First National Corporation,Finance,Major Banks,https://www.nasdaq.com/symbol/sfnc
SLP,"Simulations Plus, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/slp
SINA,Sina Corporation,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sina
SBGI,"Sinclair Broadcast Group, Inc.",Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/sbgi
SINO,"Sino-Global Shipping America, Ltd.",Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/sino
SVA,"Sinovac Biotech, Ltd.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sva
SIRI,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/siri
SITO,"SITO Mobile, Ltd.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/sito
SKYS,"Sky Solar Holdings, Ltd.",Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/skys
SKYW,"SkyWest, Inc.",Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/skyw
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,https://www.nasdaq.com/symbol/swks
SNBR,Sleep Number Corporation,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/snbr
SLM,SLM Corporation,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/slm
SLMBP,SLM Corporation,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/slmbp
SGH,"SMART Global Holdings, Inc.",Technology,Semiconductors,https://www.nasdaq.com/symbol/sgh
SND,"Smart Sand, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/snd
SMBK,"SmartFinancial, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/smbk
SMSI,"Smith Micro Software, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/smsi
SMTX,SMTC Corporation,Technology,Electrical Products,https://www.nasdaq.com/symbol/smtx
SRAX,"Social Reality, Inc.",Technology,Advertising,https://www.nasdaq.com/symbol/srax
SCKT,"Socket Mobile, Inc.",Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/sckt
SODA,SodaStream International Ltd.,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/soda
SOHU,Sohu.com Inc.,Technology,EDP Services,https://www.nasdaq.com/symbol/sohu
SLRC,Solar Capital Ltd.,n/a,n/a,https://www.nasdaq.com/symbol/slrc
SUNS,Solar Senior Capital Ltd.,n/a,n/a,https://www.nasdaq.com/symbol/suns
SEDG,"SolarEdge Technologies, Inc.",Technology,Semiconductors,https://www.nasdaq.com/symbol/sedg
SLNO,"Soleno Therapeutics, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/slno
SLNOW,"Soleno Therapeutics, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/slnow
SLGL,Sol-Gel Technologies Ltd.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/slgl
SLDB,Solid Biosciences Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sldb
SNGX,"Soligenix, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sngx
SNGXW,"Soligenix, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sngxw
SONC,Sonic Corp.,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/sonc
SOFO,"Sonic Foundry, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sofo
SNOA,"Sonoma Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snoa
SNOAW,"Sonoma Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snoaw
SPHS,"Sophiris Bio, Inc.",n/a,n/a,https://www.nasdaq.com/symbol/sphs
SORL,"SORL Auto Parts, Inc.",Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/sorl
SRNE,"Sorrento Therapeutics, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/srne
SOHO,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/soho
SOHOB,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sohob
SOHOO,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sohoo
SOHOK,Sotherly Hotels LP,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sohok
SFBC,"Sound Financial Bancorp, Inc.",Finance,Savings Institutions,https://www.nasdaq.com/symbol/sfbc
SSB,South State Corporation,Finance,Major Banks,https://www.nasdaq.com/symbol/ssb
SFST,"Southern First Bancshares, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/sfst
SMBC,"Southern Missouri Bancorp, Inc.",Finance,Banks,https://www.nasdaq.com/symbol/smbc
SONA,"Southern National Bancorp of Virginia, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/sona
SBSI,"Southside Bancshares, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/sbsi
SP,SP Plus Corporation,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/sp
SGRP,"SPAR Group, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/sgrp
SPKE,"Spark Energy, Inc.",Public Utilities,Power Generation,https://www.nasdaq.com/symbol/spke
SPKEP,"Spark Energy, Inc.",Public Utilities,Power Generation,https://www.nasdaq.com/symbol/spkep
ONCE,"Spark Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/once
SPAR,"Spartan Motors, Inc.",Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/spar
SPTN,SpartanNash Company,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/sptn
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,n/a,n/a,https://www.nasdaq.com/symbol/dwfi
SPPI,"Spectrum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sppi
SPRO,"Spero Therapeutics, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/spro
ANY,Sphere 3D Corp.,Technology,EDP Services,https://www.nasdaq.com/symbol/any
SPEX,Spherix Incorporated,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/spex
SPI,"SPI Energy Co., Ltd.",Technology,Semiconductors,https://www.nasdaq.com/symbol/spi
SAVE,"Spirit Airlines, Inc.",Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/save
