Symbol,Name,Sector,Industry,Summary Quote
USOI,Credit Suisse AG,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/usoi
VIIX,Credit Suisse AG,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/viix
VIIZ,Credit Suisse AG,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/viiz
ZIV,Credit Suisse AG,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ziv
CREE,"Cree, Inc.",Technology,Semiconductors,https://www.nasdaq.com/symbol/cree
CRESY,Cresud S.A.C.I.F. y A.,Finance,Real Estate,https://www.nasdaq.com/symbol/cresy
CRSP,CRISPR Therapeutics AG,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/crsp
CRTO,Criteo S.A.,Technology,Advertising,https://www.nasdaq.com/symbol/crto
CROX,"Crocs, Inc.",Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/crox
CRON,Cronos Group Inc.,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cron
CCRN,"Cross Country Healthcare, Inc.",Technology,Professional Services,https://www.nasdaq.com/symbol/ccrn
CRWS,"Crown Crafts, Inc.",Basic Industries,Textiles,https://www.nasdaq.com/symbol/crws
CYRX,"CryoPort, Inc.",Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrx
CYRXW,"CryoPort, Inc.",Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrxw
CSGS,"CSG Systems International, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/csgs
CCLP,CSI Compressco LP,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/cclp
CSPI,CSP Inc.,Technology,EDP Services,https://www.nasdaq.com/symbol/cspi
CSWI,"CSW Industrials, Inc.",Basic Industries,Home Furnishings,https://www.nasdaq.com/symbol/cswi
CSX,CSX Corporation,Transportation,Railroads,https://www.nasdaq.com/symbol/csx
CTIC,CTI BioPharma Corp.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctic
CTIB,CTI Industries Corporation,Basic Industries,Specialty Chemicals,https://www.nasdaq.com/symbol/ctib
CTRP,"Ctrip.com International, Ltd.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ctrp
CUE,"Cue Biopharma, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cue
CUI,"CUI Global, Inc.",Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/cui
CPIX,Cumberland Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cpix
CRIS,"Curis, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cris
CUTR,"Cutera, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cutr
CVBF,CVB Financial Corporation,Finance,Major Banks,https://www.nasdaq.com/symbol/cvbf
CVV,CVD Equipment Corporation,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cvv
CYAN,Cyanotech Corporation,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cyan
CYBR,CyberArk Software Ltd.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cybr
CYBE,CyberOptics Corporation,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/cybe
CYCC,"Cyclacel Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyccp
CBAY,CymaBay Therapeutics Inc.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbay
CY,Cypress Semiconductor Corporation,Technology,Semiconductors,https://www.nasdaq.com/symbol/cy
CYRN,CYREN Ltd.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cyrn
CONE,CyrusOne Inc,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cone
CYTK,"Cytokinetics, Incorporated",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cytk
CTMX,"CytomX Therapeutics, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctmx
CYTX,Cytori Therapeutics Inc,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytx
CYTXW,Cytori Therapeutics Inc,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytxw
CTSO,Cytosorbents Corporation,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ctso
CYTR,CytRx Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cytr
DJCO,Daily Journal Corp. (S.C.),Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/djco
DAKT,"Daktronics, Inc.",Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dakt
DARE,"Dare Bioscience, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dare
DRIO,DarioHealth Corp.,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/drio
DRIOW,DarioHealth Corp.,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/driow
DZSI,"DASAN Zhone Solutions, Inc.",Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/dzsi
DSKE,"Daseke, Inc.",Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dske
DSKEW,"Daseke, Inc.",Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dskew
DAIO,Data I/O Corporation,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/daio
DWCH,Datawatch Corporation,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dwch
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/play
DTEA,DAVIDsTEA Inc.,Consumer Non-Durables,Food Chains,https://www.nasdaq.com/symbol/dtea
DFNL,Davis Select Financial ETF,n/a,n/a,https://www.nasdaq.com/symbol/dfnl
DINT,Davis Select International ETF,n/a,n/a,https://www.nasdaq.com/symbol/dint
DUSA,Davis Select U.S. Equity ETF,n/a,n/a,https://www.nasdaq.com/symbol/dusa
DWLD,Davis Select Worldwide ETF,n/a,n/a,https://www.nasdaq.com/symbol/dwld
DWSN,Dawson Geophysical Company,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dwsn
DBVT,DBV Technologies S.A.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dbvt
DCPH,"Deciphera Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dcph
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dfrg
TACO,"Del Taco Restaurants, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/taco
TACOW,"Del Taco Restaurants, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/tacow
DMPI,"DelMar Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dmpi
DELT,Delta Technology Holdings Limited,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/delt
DNLI,Denali Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dnli
DENN,Denny&#39;s Corporation,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/denn
XRAY,DENTSPLY SIRONA Inc.,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/xray
DEPO,"Depomed, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/depo
DERM,"Dermira, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/derm
DEST,Destination Maternity Corporation,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dest
DXLG,"Destination XL Group, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dxlg
DSWL,"Deswell Industries, Inc.",Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/dswl
DTRM,"Determine, Inc. ",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dtrm
DXCM,"DexCom, Inc.",Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dxcm
DFBHU,DFB Healthcare Acquisitions Corp.,Finance,Business Services,https://www.nasdaq.com/symbol/dfbhu
DHXM,DHX Media Ltd.,n/a,n/a,https://www.nasdaq.com/symbol/dhxm
DHIL,"Diamond Hill Investment Group, Inc.",Finance,Investment Managers,https://www.nasdaq.com/symbol/dhil
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/fang
DCIX,Diana Containerships Inc.,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dcix
DRNA,"Dicerna Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drna
DFBG,Differential Brands Group Inc.,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/dfbg
DFFN,Diffusion Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dffn
DGII,Digi International Inc.,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/dgii
DMRC,Digimarc Corporation,Technology,EDP Services,https://www.nasdaq.com/symbol/dmrc
DRAD,Digirad Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/drad
DGLY,"Digital Ally, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/dgly
APPS,"Digital Turbine, Inc.",Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/apps
DCOM,"Dime Community Bancshares, Inc.",Finance,Savings Institutions,https://www.nasdaq.com/symbol/dcom
DIOD,Diodes Incorporated,Technology,Semiconductors,https://www.nasdaq.com/symbol/diod
DISCA,"Discovery, Inc.",Consumer Services,Television Services,https://www.nasdaq.com/symbol/disca
DISCB,"Discovery, Inc.",Consumer Services,Television Services,https://www.nasdaq.com/symbol/discb
DISCK,"Discovery, Inc.",Consumer Services,Television Services,https://www.nasdaq.com/symbol/disck
DISH,DISH Network Corporation,Consumer Services,Television Services,https://www.nasdaq.com/symbol/dish
DVCR,Diversicare Healthcare Services Inc.,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/dvcr
SAUC,"Diversified Restaurant Holdings, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/sauc
DLHC,DLH Holdings Corp.,Technology,Professional Services,https://www.nasdaq.com/symbol/dlhc
BOOM,DMC Global Inc.,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/boom
DNBF,DNB Financial Corp,Finance,Major Banks,https://www.nasdaq.com/symbol/dnbf
DOGZ,Dogness (International) Corporation,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dogz
DLTR,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dltr
DLPN,"Dolphin Entertainment, Inc.",Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dlpn
DLPNW,"Dolphin Entertainment, Inc.",Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dlpnw
DGICA,"Donegal Group, Inc.",Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/dgica
DGICB,"Donegal Group, Inc.",Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/dgicb
DMLP,"Dorchester Minerals, L.P.",Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dmlp
DORM,"Dorman Products, Inc.",Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dorm
DOVA,"Dova Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dova
LYL,Dragon Victory International Limited,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/lyl
DOTA,"Draper Oakwood Technology Acquisition, Inc.",Finance,Business Services,https://www.nasdaq.com/symbol/dota
DOTAR,"Draper Oakwood Technology Acquisition, Inc.",Finance,Business Services,https://www.nasdaq.com/symbol/dotar
DOTAU,"Draper Oakwood Technology Acquisition, Inc.",Finance,Business Services,https://www.nasdaq.com/symbol/dotau
DOTAW,"Draper Oakwood Technology Acquisition, Inc.",Finance,Business Services,https://www.nasdaq.com/symbol/dotaw
DBX,"Dropbox, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dbx
DCAR,"DropCar, Inc.",Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/dcar
DRYS,DryShips Inc.,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/drys
DSPG,"DSP Group, Inc.",Technology,Semiconductors,https://www.nasdaq.com/symbol/dspg
DLTH,Duluth Holdings Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dlth
DNKN,"Dunkin&#39; Brands Group, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dnkn
DRRX,DURECT Corporation,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drrx
DXPE,"DXP Enterprises, Inc.",Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dxpe
DYSL,Dynasil Corporation of America,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dysl
DYNT,Dynatronics Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/dynt
DVAX,Dynavax Technologies Corporation,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dvax
ETFC,E*TRADE Financial Corporation,Finance,Savings Institutions,https://www.nasdaq.com/symbol/etfc
EBMT,"Eagle Bancorp Montana, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/ebmt
EGBN,"Eagle Bancorp, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/egbn
EGLE,Eagle Bulk Shipping Inc.,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/egle
EFBI,"Eagle Financial Bancorp, Inc.",Finance,Savings Institutions,https://www.nasdaq.com/symbol/efbi
EGRX,"Eagle Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/egrx
EWBC,"East West Bancorp, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/ewbc
EACQ,Easterly Acquisition Corp.,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/eacq
EACQU,Easterly Acquisition Corp.,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/eacqu
EACQW,Easterly Acquisition Corp.,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/eacqw
EML,Eastern Company (The),Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/eml
EAST,"Eastside Distilling, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/east
EASTW,"Eastside Distilling, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/eastw
EVGBC,Eaton Vance NextShares Trust,n/a,n/a,https://www.nasdaq.com/symbol/evgbc
EVSTC,Eaton Vance NextShares Trust,n/a,n/a,https://www.nasdaq.com/symbol/evstc
EVFTC,Eaton Vance NextShares Trust II,n/a,n/a,https://www.nasdaq.com/symbol/evftc
EVLMC,Eaton Vance NextShares Trust II,n/a,n/a,https://www.nasdaq.com/symbol/evlmc
OKDCC,Eaton Vance NextShares Trust II,n/a,n/a,https://www.nasdaq.com/symbol/okdcc
EBAY,eBay Inc.,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebay
EBAYL,eBay Inc.,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebayl
EBIX,"Ebix, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/ebix
ELON,Echelon Corporation,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/elon
ECHO,"Echo Global Logistics, Inc.",Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/echo
SATS,EchoStar Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sats
EEI,"Ecology and Environment, Inc.",Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eei
ESES,"Eco-Stim Energy Solutions, Inc.",Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/eses
EDAP,EDAP TMS S.A.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/edap
EDGE,"Edge Therapeutics, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/edge
EDGW,"Edgewater Technology, Inc.",Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/edgw
EDIT,"Editas Medicine, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/edit
EDUC,Educational Development Corporation,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/educ
EGAN,eGain Corporation,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/egan
EGLT,Egalet Corporation,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eglt
EHTH,"eHealth, Inc.",Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ehth
EIGR,"Eiger BioPharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eigr
EKSO,"Ekso Bionics Holdings, Inc.",Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ekso
LOCO,"El Pollo Loco Holdings, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/loco
EMITF,Elbit Imaging Ltd.,Consumer Services,Building operators,https://www.nasdaq.com/symbol/emitf
ESLT,Elbit Systems Ltd.,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/eslt
ERI,"Eldorado Resorts, Inc.",Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/eri
ESIO,"Electro Scientific Industries, Inc.",Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/esio
EA,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ea
EFII,"Electronics for Imaging, Inc.",Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/efii
ELSE,"Electro-Sensors, Inc.",Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/else
ELEC,Electrum Special Acquisition Corporation,Finance,Business Services,https://www.nasdaq.com/symbol/elec
ELECU,Electrum Special Acquisition Corporation,Finance,Business Services,https://www.nasdaq.com/symbol/elecu
ELECW,Electrum Special Acquisition Corporation,Finance,Business Services,https://www.nasdaq.com/symbol/elecw
EBIO,"Eleven Biotherapeutics, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ebio
DWAC,Elkhorn Commodity Rotation Strategy ETF,n/a,n/a,https://www.nasdaq.com/symbol/dwac
ESBK,Elmira Savings Bank NY (The),Finance,Major Banks,https://www.nasdaq.com/symbol/esbk
ELTK,Eltek Ltd.,Technology,Electrical Products,https://www.nasdaq.com/symbol/eltk
EMCI,EMC Insurance Group Inc.,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/emci
EMCF,Emclaire Financial Corp,Finance,Major Banks,https://www.nasdaq.com/symbol/emcf
